1;2;3;4;5;6
Смоленск;г;`6700000000000;`6700000300000;Смоленская;обл
Снежинск;г;`7400000000000;`7400001300000;Челябинская;обл
Снежногорск;г;`5100000000000;`5100001300000;Мурманская;обл
Собинка;г;`3300000000000;`3301400100000;Владимирская;обл
Советск;г;`3900000000000;`3900000700000;Калининградская;обл
Советск;г;`4300000000000;`4303200100000;Кировская;обл
Советск;г;`7100000000000;`7102400200000;Тульская;обл
Советская Гавань;г;`2700000000000;`2700000700000;Хабаровский край;
Советский;г;`8600000000000;`8600800100000;Ханты-Мансийский Автономный округ - Югра;ао
Сокол;г;`3500000000000;`3501700100000;Вологодская;обл
Солигалич;г;`4400000000000;`4402000100000;Костромская;обл
Соликамск;г;`5900000000000;`5900001100000;Пермский край;
Солнечногорск;г;`5000000000000;`5000006500000;Московская;обл
Сольвычегодск;г;`2900000000000;`2900800300000;Архангельская;обл
Соль-Илецк;г;`5600000000000;`5601500100000;Оренбургская;обл
Сольцы;г;`5300000000000;`5301600100000;Новгородская;обл
Сольцы 2;г;`5300000000000;`5301600200000;Новгородская;обл
Сорочинск;г;`5600000000000;`5600000900000;Оренбургская;обл
Сорск;г;`1900000000000;`1900000500000;Хакасия;респ
Сортавала;г;`1000000000000;`1000000700000;Карелия;респ
Сосенский;г;`4000000000000;`4001200200000;Калужская;обл
Сосновка;г;`4300000000000;`4300800200000;Кировская;обл
Сосновоборск;г;`2400000000000;`2400001000000;Красноярский край;
Сосновый Бор;г;`4700000000000;`4700000400000;Ленинградская;обл
Сосногорск;г;`1100000000000;`1100000600000;Коми;респ
Сочи;г;`2300000000000;`2300000700000;Краснодарский край;
Спас-Деменск;г;`4000000000000;`4000500100000;Калужская;обл
Спас-Клепики;г;`6200000000000;`6200600100000;Рязанская;обл
Спасск;г;`5800000000000;`5800300100000;Пензенская;обл
Спасск-Дальний;г;`2500000000000;`2500001000000;Приморский край;
Спасск-Рязанский;г;`6200000000000;`6202000100000;Рязанская;обл
Среднеколымск;г;`1400000000000;`1402500100000;Саха /Якутия;респ
Среднеуральск;г;`6600000000000;`6600003800000;Свердловская;обл
Сретенск;г;`7500000000000;`7502100100000;Забайкальский край;
Ставрополь;г;`2600000000000;`2600000100000;Ставропольский край;
Старая Купавна;г;`5000000000000;`5004300300000;Московская;обл
Старая Русса;г;`5300000000000;`5301700100000;Новгородская;обл
Старица;г;`6900000000000;`6903200100000;Тверская;обл
Стародуб;г;`3200000000000;`3200000600000;Брянская;обл
Старый Крым;г;`9100000000000;`9100400100000;Крым;респ
Старый Оскол;г;`3100000000000;`3100000200000;Белгородская;обл
Стерлитамак;г;`0200000000000;`0200001400000;Башкортостан;респ
Стрежевой;г;`7000000000000;`7000000400000;Томская;обл
Строитель;г;`3100000000000;`3102100100000;Белгородская;обл
Струнино;г;`3300000000000;`3300200300000;Владимирская;обл
Ступино;г;`5000000000000;`5000005400000;Московская;обл
Суворов;г;`7100000000000;`7102000100000;Тульская;обл
Судак;г;`9100000000000;`9100000500000;Крым;респ
Суджа;г;`4600000000000;`4602300100000;Курская;обл
Судогда;г;`3300000000000;`3301500100000;Владимирская;обл
Суздаль;г;`3300000000000;`3301600100000;Владимирская;обл
Сунжа;г;`0600000000000;`0600000500000;Ингушетия;респ
Суоярви;г;`1000000000000;`1001500100000;Карелия;респ
Сураж;г;`3200000000000;`3202500100000;Брянская;обл
Сургут;г;`8600000000000;`8600001000000;Ханты-Мансийский Автономный округ - Югра;ао
Суровикино;г;`3400000000000;`3403000100000;Волгоградская;обл
Сурск;г;`5800000000000;`5800800200000;Пензенская;обл
Сусуман;г;`4900000000000;`4900600100000;Магаданская;обл
Сухиничи;г;`4000000000000;`4002000100000;Калужская;обл
Сухой Лог;г;`6600000000000;`6602400100000;Свердловская;обл
Сызрань;г;`6300000000000;`6300000800000;Самарская;обл
Сыктывкар;г;`1100000000000;`1100000100000;Коми;респ
Сысерть;г;`6600000000000;`6602500100000;Свердловская;обл
Сычевка;г;`6700000000000;`6701900100000;Смоленская;обл
Сясьстрой;г;`4700000000000;`4700400300000;Ленинградская;обл
Тавда;г;`6600000000000;`6600004200000;Свердловская;обл
Таганрог;г;`6100000000000;`6100001100000;Ростовская;обл
Тайга;г;`4200000000000;`4200000800000;Кемеровскаяасть - Кузбасс;обл
Тайшет;г;`3800000000000;`3800000900000;Иркутская;обл
Талдом;г;`5000000000000;`5000005900000;Московская;обл
Талица;г;`6600000000000;`6602800100000;Свердловская;обл
Тамбов;г;`6800000000000;`6800000400000;Тамбовская;обл
Тара;г;`5500000000000;`5502800100000;Омская;обл
Тарко-Сале;г;`8900000000000;`8900400100000;Ямало-Ненецкий;ао
Таруса;г;`4000000000000;`4002100100000;Калужская;обл
Татарск;г;`5400000000000;`5402302200000;Новосибирская;обл
Таштагол;г;`4200000000000;`4201200100000;Кемеровскаяасть - Кузбасс;обл
Тверь;г;`6900000000000;`6900000100000;Тверская;обл
Тейково;г;`3700000000000;`3701700100000;Ивановская;обл
Темников;г;`1300000000000;`1302000100000;Мордовия;респ
Темрюк;г;`2300000000000;`2303300100000;Краснодарский край;
Терек;г;`0700000000000;`0700600100000;Кабардино-Балкарская;респ
Тетюши;г;`1600000000000;`1603900100000;Татарстан;респ
Тимашевск;г;`2300000000000;`2303400100000;Краснодарский край;
Тихвин;г;`4700000000000;`4701700100000;Ленинградская;обл
Тихорецк;г;`2300000000000;`2303500100000;Краснодарский край;
Тобольск;г;`7200000000000;`7200000200000;Тюменская;обл
Тогучин;г;`5400000000000;`5402400100000;Новосибирская;обл
Тольятти;г;`6300000000000;`6300000700000;Самарская;обл
Томари;г;`6500000000000;`6501300100000;Сахалинская;обл
Томмот;г;`1400000000000;`1400300200000;Саха /Якутия;респ
Томск;г;`7000000000000;`7000000100000;Томская;обл
Топки;г;`4200000000000;`4201400100000;Кемеровскаяасть - Кузбасс;обл
Торжок;г;`6900000000000;`6900000200000;Тверская;обл
Торопец;г;`6900000000000;`6903400100000;Тверская;обл
Тосно;г;`4700000000000;`4701800100000;Ленинградская;обл
Тотьма;г;`3500000000000;`3502000100000;Вологодская;обл
Трехгорный;г;`7400000000000;`7400001400000;Челябинская;обл
Трехгорный-1;г;`7400000000000;`7400003400000;Челябинская;обл
Троицк;г;`7400000000000;`7400003600000;Челябинская;обл
Троицк;г;`7700000000000;`7700000500000;Москва;г
Трубчевск;г;`3200000000000;`3202600100000;Брянская;обл
Туапсе;г;`2300000000000;`2303600100000;Краснодарский край;
Туймазы;г;`0200000000000;`0204400100000;Башкортостан;респ
Тула;г;`7100000000000;`7100000100000;Тульская;обл
Тулун;г;`3800000000000;`3800001000000;Иркутская;обл
Туран;г;`1700000000000;`1700900100000;Тыва;респ
Туринск;г;`6600000000000;`6603000100000;Свердловская;обл
Тутаев;г;`7600000000000;`7601600100000;Ярославская;обл
Тында;г;`2800000000000;`2800000600000;Амурская;обл
Тырныауз;г;`0700000000000;`0701000100000;Кабардино-Балкарская;респ
Тюкалинск;г;`5500000000000;`5503000100000;Омская;обл
Тюмень;г;`7200000000000;`7200000100000;Тюменская;обл
Уварово;г;`6800000000000;`6800000800000;Тамбовская;обл
Углегорск;г;`6500000000000;`6501500100000;Сахалинская;обл
Углич;г;`7600000000000;`7601700100000;Ярославская;обл
Удачный;г;`1400000000000;`1401700200000;Саха /Якутия;респ
Удомля;г;`6900000000000;`6900000700000;Тверская;обл
Ужур;г;`2400000000000;`2404000100000;Красноярский край;
Узловая;г;`7100000000000;`7102200100000;Тульская;обл
Улан-Удэ;г;`0300000000000;`0300000100000;Бурятия;респ
Ульяновск;г;`7300000000000;`7300000100000;Ульяновская;обл
Унеча;г;`3200000000000;`3202700100000;Брянская;обл
Урай;г;`8600000000000;`8600000900000;Ханты-Мансийский Автономный округ - Югра;ао
Урень;г;`5200000000000;`5204500100000;Нижегородская;обл
Уржум;г;`4300000000000;`4303600100000;Кировская;обл
Урус-Мартан;г;`2000000000000;`2001000000100;Чеченская;респ
Урюпинск;г;`3400000000000;`3400000500000;Волгоградская;обл
Усинск;г;`1100000000000;`1100000700000;Коми;респ
Усмань;г;`4800000000000;`4801600100000;Липецкая;обл
Усолье;г;`5900000000000;`5902400100000;Пермский край;
Усолье-Сибирское;г;`3800000000000;`3800001100000;Иркутская;обл
Уссурийск;г;`2500000000000;`2500001100000;Приморский край;
Усть-Джегута;г;`0900000000000;`0900800100000;Карачаево-Черкесская;респ
Усть-Илимск;г;`3800000000000;`3800001200000;Иркутская;обл
Усть-Катав;г;`7400000000000;`7400001500000;Челябинская;обл
Усть-Кут;г;`3800000000000;`3800001300000;Иркутская;обл
Усть-Лабинск;г;`2300000000000;`2303800100000;Краснодарский край;
Устюжна;г;`3500000000000;`3502200100000;Вологодская;обл
Уфа;г;`0200000000000;`0200000100000;Башкортостан;респ
Ухта;г;`1100000000000;`1100000800000;Коми;респ
Учалы;г;`0200000000000;`0204600100000;Башкортостан;респ
Уяр;г;`2400000000000;`2404100100000;Красноярский край;
Фатеж;г;`4600000000000;`4602500100000;Курская;обл
Феодосия;г;`9100000000000;`9100001000000;Крым;респ
Фокино;г;`2500000000000;`2500000600000;Приморский край;
Фокино;г;`3200000000000;`3200000500000;Брянская;обл
Фролово;г;`3400000000000;`3400000600000;Волгоградская;обл
Фрязино;г;`5000000000000;`5000001900000;Московская;обл
Фурманов;г;`3700000000000;`3701800100000;Ивановская;обл
Хабаровск;г;`2700000000000;`2700000100000;Хабаровский край;
Хадыженск;г;`2300000000000;`2300400200000;Краснодарский край;
Ханты-Мансийск;г;`8600000000000;`8600000100000;Ханты-Мансийский Автономный округ - Югра;ао
Харабали;г;`3000000000000;`3001100100000;Астраханская;обл
Харовск;г;`3500000000000;`3502300100000;Вологодская;обл
Хасавюрт;г;`0500000000000;`0500000900000;Дагестан;респ
Хвалынск;г;`6400000000000;`6400001200000;Саратовская;обл
Хилок;г;`7500000000000;`7502500100000;Забайкальский край;
Химки;г;`5000000000000;`5000003000000;Московская;обл
Холм;г;`5300000000000;`5301900100000;Новгородская;обл
Холмск;г;`6500000000000;`6501600100000;Сахалинская;обл
Хотьково;г;`5000000000000;`5004100100000;Московская;обл
Цивильск;г;`2100000000000;`2101600100000;Чувашская Республика - Чувашия;
Цимлянск;г;`6100000000000;`6104200100000;Ростовская;обл
Циолковский;г;`2800000000000;`2800001000000;Амурская;обл
Чадан;г;`1700000000000;`1700400100000;Тыва;респ
Чайковский;г;`5900000000000;`5900001200000;Пермский край;
Чапаевск;г;`6300000000000;`6300000600000;Самарская;обл
Чаплыгин;г;`4800000000000;`4801800100000;Липецкая;обл
Чебаркуль;г;`7400000000000;`7400003500000;Челябинская;обл
Чебоксары;г;`2100000000000;`2100000100000;Чувашская Республика - Чувашия;
Чегем;г;`0700000000000;`0700800100000;Кабардино-Балкарская;респ
Чекалин;г;`7100000000000;`7102000200000;Тульская;обл
Челябинск;г;`7400000000000;`7400000100000;Челябинская;обл
Чердынь;г;`5900000000000;`5902700100000;Пермский край;
Черемхово;г;`3800000000000;`3800001400000;Иркутская;обл
Черепаново;г;`5400000000000;`5402800100000;Новосибирская;обл
Череповец;г;`3500000000000;`3500000200000;Вологодская;обл
Черкесск;г;`0900000000000;`0900000100000;Карачаево-Черкесская;респ
Чермоз;г;`5900000000000;`5900800200000;Пермский край;
Черноголовка;г;`5000000000000;`5000003500000;Московская;обл
Черногорск;г;`1900000000000;`1900000300000;Хакасия;респ
Чернушка;г;`5900000000000;`5902800100000;Пермский край;
Черняховск;г;`3900000000000;`3901400100000;Калининградская;обл
Чехов;г;`5000000000000;`5000005300000;Московская;обл
Чехов-2;г;`5000000000000;`5003700200000;Московская;обл
Чехов-3;г;`5000000000000;`5003700300000;Московская;обл
Чехов-8;г;`5000000000000;`5003700500000;Московская;обл
Чистополь;г;`1600000000000;`1604300100000;Татарстан;респ
Чита;г;`7500000000000;`7500000100000;Забайкальский край;
Чкаловск;г;`5200000000000;`5204600100000;Нижегородская;обл
Чудово;г;`5300000000000;`5302000100000;Новгородская;обл
Чулым;г;`5400000000000;`5403000100000;Новосибирская;обл
Чусовой;г;`5900000000000;`5900001300000;Пермский край;
Чухлома;г;`4400000000000;`4402300100000;Костромская;обл
Шагонар;г;`1700000000000;`1701400100000;Тыва;респ
Шадринск;г;`4500000000000;`4500000200000;Курганская;обл
Шали;г;`2000000000000;`2001200100000;Чеченская;респ
Шарыпово;г;`2400000000000;`2400001900000;Красноярский край;
Шарья;г;`4400000000000;`4402400100000;Костромская;обл
Шатура;г;`5000000000000;`5004900000000;Московская;обл
Шахты;г;`6100000000000;`6100001200000;Ростовская;обл
Шахунья;г;`5200000000000;`5200000900000;Нижегородская;обл
Шацк;г;`6200000000000;`6202400100000;Рязанская;обл
Шебекино;г;`3100000000000;`3100000300000;Белгородская;обл
Шелехов;г;`3800000000000;`3800001500000;Иркутская;обл
Шенкурск;г;`2900000000000;`2901900100000;Архангельская;обл
Шилка;г;`7500000000000;`7502800100000;Забайкальский край;
Шимановск;г;`2800000000000;`2800000700000;Амурская;обл
Шиханы;г;`6400000000000;`6400000200000;Саратовская;обл
Шлиссельбург;г;`4700000000000;`4701000300000;Ленинградская;обл
Шумерля;г;`2100000000000;`2100002500000;Чувашская Республика - Чувашия;
Шумиха;г;`4500000000000;`4502300100000;Курганская;обл
Шуя;г;`3700000000000;`3701900100000;Ивановская;обл
Щекино;г;`7100000000000;`7102400100000;Тульская;обл
Щелкино;г;`9100000000000;`9100700100000;Крым;респ
Щёлково;г;`5000000000000;`5000006200000;Московская;обл
Щербинка;г;`7700000000000;`7700000300000;Москва;г
Щигры;г;`4600000000000;`4600000500000;Курская;обл
Щучье;г;`4500000000000;`4502400100000;Курганская;обл
Электросталь;г;`5000000000000;`5000002100000;Московская;обл
Электроугли;г;`5000000000000;`5004300200000;Московская;обл
Элиста;г;`0800000000000;`0800000100000;Калмыкия;респ
Энгельс;г;`6400000000000;`6400001300000;Саратовская;обл
Эртиль;г;`3600000000000;`3603300100000;Воронежская;обл
Югорск;г;`8600000000000;`8600001600000;Ханты-Мансийский Автономный округ - Югра;ао
Южа;г;`3700000000000;`3702000100000;Ивановская;обл
Южно-Сахалинск;г;`6500000000000;`6500000100000;Сахалинская;обл
Южно-Сухокумск;г;`0500000000000;`0500000500000;Дагестан;респ
Южноуральск;г;`7400000000000;`7400001600000;Челябинская;обл
Юрга;г;`4200000000000;`4200001400000;Кемеровскаяасть - Кузбасс;обл
Юрьевец;г;`3700000000000;`3702100100000;Ивановская;обл
Юрьев-Польский;г;`3300000000000;`3301700100000;Владимирская;обл
Юрюзань;г;`7400000000000;`7401000100000;Челябинская;обл
Юхнов;г;`4000000000000;`4002500100000;Калужская;обл
Юхнов-1;г;`4000000000000;`4002500200000;Калужская;обл
Ядрин;г;`2100000000000;`2102000100000;Чувашская Республика - Чувашия;
Якутск;г;`1400000000000;`1400000100000;Саха /Якутия;респ
Ялта;г;`9100000000000;`9100000800000;Крым;респ
Ялуторовск;г;`7200000000000;`7200000500000;Тюменская;обл
Янаул;г;`0200000000000;`0205200100000;Башкортостан;респ
Яранск;г;`4300000000000;`4304000100000;Кировская;обл
Яровое;г;`2200000000000;`2200001200000;Алтайский край;
Ярославль;г;`7600000000000;`7600000100000;Ярославская;обл
Ярцево;г;`6700000000000;`6702500100000;Смоленская;обл
Ясногорск;г;`7100000000000;`7102500100000;Тульская;обл
Ясный;г;`5600000000000;`5600001000000;Оренбургская;обл
Яхрома;г;`5000000000000;`5004500200000;Московская;обл
